,user_name,user_id,video_id,video_desc,video_time,video_length,video_link,n_likes,n_shares,n_comments,n_plays,trending
3831,hasnohoes,6.79E+18,6.91E+18,#stitch with @thegoodberger  do i even have to say it... #28to3 #falcons #fyp,1608499832,8,https://www.tiktok.com/@hasnohoes/video/6908454093153471749?lang=en,135,2,17,2341,0
3832,hasnohoes,6.79E+18,6.91E+18,ladies please stop 🎅🏼 #fyp #fypシ,1607984956,11,https://www.tiktok.com/@hasnohoes/video/6906242718293396742?lang=en,108,3,1,1070,0
3833,hasnohoes,6.79E+18,6.90E+18,swear it’ll happen eventually. #funny #joke #fyp #fypシ,1607567059,9,https://www.tiktok.com/@hasnohoes/video/6904447854660570374?lang=en,130,1,3,1006,0
3834,hasnohoes,6.79E+18,6.90E+18,#stitch with @chloehunninghake volume up for this one 😭 #fyp,1606230986,7,https://www.tiktok.com/@hasnohoes/video/6898709426128047365?lang=en,160,2,4,1187,0
3835,hasnohoes,6.79E+18,6.89E+18,I like ya cut G @chase_graham4424 #foryourpage #fyp,1603577882,9,https://www.tiktok.com/@hasnohoes/video/6887314379889511686?lang=en,80,0,5,929,0
3836,hasnohoes,6.79E+18,6.88E+18,@chase_graham4424,1601675671,27,https://www.tiktok.com/@hasnohoes/video/6879144474975538438?lang=en,19,0,3,568,0
3837,hasnohoes,6.79E+18,6.79E+18,cause I bring guns to fights #fyp #foryourpage,1581880320,10,https://www.tiktok.com/@hasnohoes/video/6794124234454027526?lang=en,72,2,1,745,0
3838,sarahrogersjohnson,6.75E+18,6.93E+18,SENDING CARE PACKAGES & checking mail!✨ #infertilityjourney #ttcjourney #pregnancyloss #miscarriage #ttccommunity #infertility #ttc #pobox #colddays,1614031993,52,https://www.tiktok.com/@sarahrogersjohnson/video/6932214573462211845?lang=en,1440,3,39,13300,0
3839,sarahrogersjohnson,6.75E+18,6.93E+18,SHOPPING FOR CARE PACKAGES! ✨ #infertilityjourney #ttcjourney #pregnancyloss #miscarriage #ttccommunity #infertility #miscarriageawareness #ivf #vlog,1613926881,55,https://www.tiktok.com/@sarahrogersjohnson/video/6931763131861454086?lang=en,2508,2,73,27500,0
3840,sarahrogersjohnson,6.75E+18,6.93E+18,Reply to @cmr381 for anyone interested in helping with care packages! 💕 #infertilityjourney #ttcjourney #pregnancyloss #miscarriage #ttccommunity,1613842819,44,https://www.tiktok.com/@sarahrogersjohnson/video/6931402089549679878?lang=en,1113,2,32,19900,0
3841,sarahrogersjohnson,6.75E+18,6.93E+18,"DONUTS FOR US, A SURPRISE FOR YOU! 💕 #infertility #infertilityjourney #ttcjourney #ttccommunity #miscarriage #ectopicpregnancy  #donuts #charlottenc",1613834478,56,https://www.tiktok.com/@sarahrogersjohnson/video/6931366254196444422?lang=en,4044,10,478,35300,0
3842,sarahrogersjohnson,6.75E+18,6.93E+18,Checking out PO Box for the first time and CRYING 😭💕 #infertility #infertilityjourney #ttcjourney #ttc #ttccommunity #pobox #miscarriageawareness,1613785377,57,https://www.tiktok.com/@sarahrogersjohnson/video/6931155350380989702?lang=en,4418,1,55,36100,0
3843,sarahrogersjohnson,6.75E+18,6.93E+18,1 like=1 pregnancy? MAKE IT MAKE SENSE! #infertility #infertilityjourney #ttc #ttcjourney #fyp #infertilitystruggles #ttccommunity,1613701171,48,https://www.tiktok.com/@sarahrogersjohnson/video/6930793688847174918?lang=en,3627,2,142,37500,0
3844,sarahrogersjohnson,6.75E+18,6.93E+18,be kind to your body after loss 💕 #miscarriage #miscarriageawareness #ectopicpregnancy #infertilityjourney #infertility #beautyhacks #fyp #ttc,1613600135,56,https://www.tiktok.com/@sarahrogersjohnson/video/6930359760420130053?lang=en,3206,12,113,43700,0
3845,sarahrogersjohnson,6.75E+18,6.93E+18,Reply to @elpass0 💕✨#infertilityjourney #infertility #infertilitystruggles #miscarriage #ectopicpregnancy #loveyourinsecurities #ttcjourney #ttc,1613487947,54,https://www.tiktok.com/@sarahrogersjohnson/video/6929877905652714758?lang=en,3324,1,116,59600,0
3846,sarahrogersjohnson,6.75E+18,6.93E+18,Reply to @renefrost exfoliatin’ + ovulation 💕✨ #infertilityjourney #infertility #ttcjourney #miscarriage #ectopicpregnancy #loveyourinsecurities #ttc,1613435697,49,https://www.tiktok.com/@sarahrogersjohnson/video/6929653488200813829?lang=en,3036,3,110,70500,0
3847,sarahrogersjohnson,6.75E+18,6.93E+18,trying to feel more human + a fun announcement 💕 #infertilityjourney #infertility #ttcjourney #miscarriage  #loveyourinsecurities #ectopicpregnancy,1613405820,50,https://www.tiktok.com/@sarahrogersjohnson/video/6929525185364167942?lang=en,6011,5,174,96300,0
3848,sarahrogersjohnson,6.75E+18,6.93E+18,it’s okay to feel down over pregnancy announcements on holidays 💕 #infertilityjourney #infertility #ttc #ttcjourney #valentinesday #ttccommunity,1613350262,59,https://www.tiktok.com/@sarahrogersjohnson/video/6929286553722195205?lang=en,4314,25,188,86400,0
3849,sarahrogersjohnson,6.75E+18,6.93E+18,we all grieve differently. we all process loss differently. and tiktok isn’t the whole picture 💕 #infertilityjourney #miscarriageawareness,1613269840,59,https://www.tiktok.com/@sarahrogersjohnson/video/6928941143803677957?lang=en,5078,3,228,97800,0
3850,sarahrogersjohnson,6.75E+18,6.93E+18,ectopic pregnancy surgery  ✨  #pregnancyafterloss #miscarriage #infertility #infertilitystruggles #infertilityjourney #ttcjourney #ttccommunity #vlog,1613244341,59,https://www.tiktok.com/@sarahrogersjohnson/video/6928831646259039494?lang=en,10300,6,256,147000,0
3851,sarahrogersjohnson,6.75E+18,6.93E+18,grateful for answers ❤️💕 #pregnancyafterloss #infertility #infertilitystruggles #infertilityjourney #pregnancyloss #ectopic #miscarriage #ttcjourney,1613147002,46,https://www.tiktok.com/@sarahrogersjohnson/video/6928413567880580358?lang=en,12600,36,1116,145900,0
3852,sarahrogersjohnson,6.75E+18,6.93E+18,5w3d update 😅 #pregnancyafterloss #infertilitystruggles #infertilityjourney #ttcjourney #ttccommunity #infertility #pregnancy #ttc,1613064997,59,https://www.tiktok.com/@sarahrogersjohnson/video/6928061362421746949?lang=en,7993,4,245,126000,0
3853,sarahrogersjohnson,6.75E+18,6.93E+18,BETA HCG LEVEL DAY 4! #infertilityjourney #infertility #ttcjourney #ttccommunity #pregnancy #pregnancyafterloss #miscarriage #betahcg #pregnant #fyp,1612979903,59,https://www.tiktok.com/@sarahrogersjohnson/video/6927695889201057030?lang=en,11900,16,781,121900,0
3854,sarahrogersjohnson,6.75E+18,6.93E+18,"Lil’ update, friends! #infertilityjourney #infertility #pregnant #pregnancyafterloss #ttc #ttcjourney #ttccommunity #relationshipstorytime",1612882425,59,https://www.tiktok.com/@sarahrogersjohnson/video/6927277205718404358?lang=en,10700,9,302,140500,0
3855,sarahrogersjohnson,6.75E+18,6.93E+18,Beta HCG Level 3 #infertilityjourney #infertility #pregnancyafterloss #pregnancy #ttccommunity #ttc #betahcg,1612800993,50,https://www.tiktok.com/@sarahrogersjohnson/video/6926927462072945925?lang=en,7448,4,212,141000,0
3856,sarahrogersjohnson,6.75E+18,6.93E+18,Reply to @emmymiller8 why i’m okay talking about pregnancy early ✨ #infertilityjourney #pregnancyafterloss #miscarriage #pregnancy #ttc,1612717329,59,https://www.tiktok.com/@sarahrogersjohnson/video/6926568143561182469?lang=en,10500,38,308,198400,0
3857,sarahrogersjohnson,6.75E+18,6.93E+18,Donuts for another Saturday pregnant AND 100k friends! 🍩 #infertilityjourney #infertility #miscarriage #pregnancyafterloss #donuts #ttcjourney,1612621968,49,https://www.tiktok.com/@sarahrogersjohnson/video/6926158554139200774?lang=en,16900,17,251,219000,0
3858,sarahrogersjohnson,6.75E+18,6.93E+18,Reply to @kaitlindubaere HOW WE MET! 💕 #relationshipstorytime #howwemet #infertilityjourney #ttc #ttcjourney #feelinggood #infertility #pregnancy,1612571092,44,https://www.tiktok.com/@sarahrogersjohnson/video/6925940047225048325?lang=en,8181,20,75,238800,0
3859,sarahrogersjohnson,6.75E+18,6.93E+18,had to have a bad day thrown in I guess😂🤞🏻 #infertilityjourney #pregnancy #pregnancyafterloss #infertility #ttc #ttcjourney #fertilityjourney,1612540270,49,https://www.tiktok.com/@sarahrogersjohnson/video/6925807669383105798?lang=en,16000,28,727,306400,0
3860,sarahrogersjohnson,6.75E+18,6.93E+18,SECOND Beta HCG Level Check! #infertilityjourney #pregnancy #pregnancyafterloss #ttc #ttcjourney #betahcg #relationshipstorytime,1612472469,41,https://www.tiktok.com/@sarahrogersjohnson/video/6925516474077547782?lang=en,16400,35,410,364500,0
3861,sarahrogersjohnson,6.75E+18,6.93E+18,FIRST Beta HCG Level Check! #infertility #infertilityjourney #pregnant #pregnancy #pregnancyafterloss #ttcjourney #ttccommunity #betahcg #feelinggood,1612374020,15,https://www.tiktok.com/@sarahrogersjohnson/video/6925093637097327878?lang=en,13200,103,255,545200,0
3862,sarahrogersjohnson,6.75E+18,6.92E+18,HI 🥰 #infertility #infertilitystruggles #infertilityjourney #ttc #ttcjourney #ttccommunity #relationshipstorytime #miscarriage #fertilitytreatment,1612295690,47,https://www.tiktok.com/@sarahrogersjohnson/video/6924757216360795397?lang=en,91300,179,1162,1000000,0
3863,sarahrogersjohnson,6.75E+18,6.92E+18,HI 🥰 #infertility #infertilitystruggles #infertilityjourney #ttc #ttcjourney #ttccommunity #miscarriage #fertilitytreatment  #relationshipstorytime,1612287385,59,https://www.tiktok.com/@sarahrogersjohnson/video/6924721551866596614?lang=en,35300,138,355,912300,0
3864,sarahrogersjohnson,6.75E+18,6.92E+18,HI 🥰😅 #infertility #infertilitystruggles #infertilityjourney #miscarriage #ttc #ttccommunity #ttcjourney #relationshipstorytime,1612281871,58,https://www.tiktok.com/@sarahrogersjohnson/video/6924697856372657414?lang=en,62000,150,237,1200000,0
3865,sarahrogersjohnson,6.75E+18,6.92E+18,TWO WEEK WAIT✨😉 #infertility #infertilitystruggles #infertilityjourney #ttc #ttcjourney #miscarriage #ttccommunity #twoweekwait #fyp #couplethings,1612209823,45,https://www.tiktok.com/@sarahrogersjohnson/video/6924388424178863366?lang=en,572400,1987,4021,7400000,0
3866,sarahrogersjohnson,6.75E+18,6.92E+18,toxic positivity and the TTC Community✨ #ttcjourney #ttc #ttccommunity #infertility #infertilitystruggles #miscarriage #GEICOLipSync #fyp,1611935076,59,https://www.tiktok.com/@sarahrogersjohnson/video/6923208378361679110?lang=en,2996,120,213,96400,0
3867,sarahrogersjohnson,6.75E+18,6.92E+18,a short #charleston birthday weekend vlog💕 #charlestonsc #travel #travelbucketlist #traveltiktok #couplethings #fyp #dailyvlog #southcarolina,1611879496,29,https://www.tiktok.com/@sarahrogersjohnson/video/6922969664616238341?lang=en,1509,82,73,51800,0
3868,sarahrogersjohnson,6.75E+18,6.92E+18,✨Toxic positivity and the TTC Community ✨🙈 #ttc #ttcjourney #ttccommunity #infertility #infertilityjourney #fyp #infertilitystruggles,1611787369,59,https://www.tiktok.com/@sarahrogersjohnson/video/6922573982898113798?lang=en,1724,72,156,46900,0
3869,sarahrogersjohnson,6.75E+18,6.92E+18,Reply to @atbreakfast The journey to our reproductive endocrinologist! #infertility #infertilitystruggles #infertilityjourney #ttc #fertilitydoctor,1611705266,59,https://www.tiktok.com/@sarahrogersjohnson/video/6922221350828395781?lang=en,671,51,8,39800,0
3870,sarahrogersjohnson,6.75E+18,6.92E+18,LeT’s WaIt uNTiL 14 DPO tHiS TiMe 🤡 #infertility #infertilitystruggles #infertilityjourney #ttc #ttcjourney #ttccommunity #fyp #couplethings,1611673564,8,https://www.tiktok.com/@sarahrogersjohnson/video/6922085164893900037?lang=en,935,60,34,49100,0
3871,sarahrogersjohnson,6.75E+18,6.92E+18,GOT THE GREEN LIGHT FOLKS: Ovulation Induction! #infertility #infertilitystruggles #infertilityjourney #ttc #ttcjourney #miscarriage #ovulation,1611598557,13,https://www.tiktok.com/@sarahrogersjohnson/video/6921763028761464070?lang=en,1448,54,53,59400,0
3872,sarahrogersjohnson,6.75E+18,6.92E+18,It’s FOLLICLE SCAN DAY and y’all are coming to clinic with us! ✨ #infertility #infertilityjourney #ttc #ttcjourney #fertilitydoctor #fyp #dailyvlog,1611343907,31,https://www.tiktok.com/@sarahrogersjohnson/video/6920669324948606213?lang=en,2006,36,64,76500,0
3873,sarahrogersjohnson,6.75E+18,6.92E+18,"Holding space for you, however your #ttc path looks 💕 #infertility #infertilityjourney #miscarriage #fyp #ttccommunity #ttcjourney",1611183579,50,https://www.tiktok.com/@sarahrogersjohnson/video/6919980715304127749?lang=en,4594,34,171,76400,0
3874,sarahrogersjohnson,6.75E+18,6.92E+18,#duet with @dr.allison.rodgers ALL JOKES ILY Dr R...but also a lil red wine helps the infertility go down 😂✨ #infertility #ttc #infertilityjourney,1611094847,23,https://www.tiktok.com/@sarahrogersjohnson/video/6919599622495194374?lang=en,976,17,36,40600,0
3875,sarahrogersjohnson,6.75E+18,6.92E+18,Reply to @emfiske Our mindset around our #infertility  changed MASSIVELY after #miscarriage 💕 #infertilitystruggles #miscarriageawareness,1610991941,59,https://www.tiktok.com/@sarahrogersjohnson/video/6919157643965730053?lang=en,815,8,45,21600,0
3876,sarahrogersjohnson,6.75E+18,6.92E+18,chasing the Sunday Scaries by doing the ✨bare minimum✨ #CleanTok #VisionBoard #sunday #sundayroutine #infertility #fyp #foryoupage #ttc,1610913278,22,https://www.tiktok.com/@sarahrogersjohnson/video/6918819798579170565?lang=en,399,0,3,20000,0
3877,sarahrogersjohnson,6.75E+18,6.92E+18,CYCLE UPDATE ✨ clomid is DONE and now we wait! #infertility #infertilitystruggles #infertilityjourney #ttc #ttccommunity #ttcjourney #VisionBoard #fyp,1610905713,45,https://www.tiktok.com/@sarahrogersjohnson/video/6918787292668939526?lang=en,471,1,39,18300,0
3878,sarahrogersjohnson,6.75E+18,6.92E+18,Reply to @emmmilyth0rn keeping the ✨spark while #TTC #ttcjourney #infertility #infertilitystruggles #CleanTok #foryoupage #infertilityjourney #fyp,1610898042,59,https://www.tiktok.com/@sarahrogersjohnson/video/6918754330044534021?lang=en,859,6,16,24600,0
3879,sarahrogersjohnson,6.75E+18,6.92E+18,#stitch with @eyeout4selen3r TrYiNg is CRINGE but don’t ask personal ?’s if u don’t want an answer #ttc #ttcjourney #infertility #infertilityjourney,1610812460,59,https://www.tiktok.com/@sarahrogersjohnson/video/6918386761659976966?lang=en,685,3,47,17600,0
3880,sarahrogersjohnson,6.75E+18,6.92E+18,troll body gonna troll body 🤡 #infertility #infertilityjourney #infertilitystruggles #ttc #ttcjourney #ttccommunity #SkinCare101 #ZodiacSign #fyp,1610754103,8,https://www.tiktok.com/@sarahrogersjohnson/video/6918136131938700550?lang=en,597,22,17,20700,0
3881,sarahrogersjohnson,6.75E+18,6.92E+18,HI TTC phrases are weird and I will die on this hill✨ #ttc #ttccommunity  #infertility #infertilitystruggles #miscarriage #ZodiacSign #fyp,1610727966,59,https://www.tiktok.com/@sarahrogersjohnson/video/6918023862978415878?lang=en,977,2,159,20600,0
3882,sarahrogersjohnson,6.75E+18,6.92E+18,Welcome to #Infertility and #miscarriage Tik Tok 💕 #infertilityjourney #miscarriageawareness #fyp #infertilitystruggles #ttc #GroupChat,1610671138,58,https://www.tiktok.com/@sarahrogersjohnson/video/6917779798844591366?lang=en,1018,8,61,14900,0
3883,sarahrogersjohnson,6.75E+18,6.92E+18,CYCLE UPDATE! clomid got me feeling ✨hot and dangerous✨ #infertility #infertilityjourney #infertilitystruggles #miscarriage #ttc #ttcjourney,1610653385,57,https://www.tiktok.com/@sarahrogersjohnson/video/6917703549598043397?lang=en,186,1,11,10400,0
3884,sarahrogersjohnson,6.75E+18,6.92E+18,Either TTC phrases are weird or I’m too jaded for this cutesy stuff 😂 #ttc #ttcjourney #ttccommunity #infertility #infertilityjourney #fyp #inlove,1610579374,47,https://www.tiktok.com/@sarahrogersjohnson/video/6917385684143590662?lang=en,1450,10,322,23700,0
3885,sarahrogersjohnson,6.75E+18,6.92E+18,to all my chill girls✨ who now have NO CHILL because of infertility #infertility #infertilitystruggles #ttccommunity #infertilityjourney #dailyvlog,1610566306,58,https://www.tiktok.com/@sarahrogersjohnson/video/6917329551177616646?lang=en,641,8,94,14200,0
3886,sarahrogersjohnson,6.75E+18,6.92E+18,infertility and awkward dancing are my strengths tbh✨ #infertility #infertilitystruggles #infertilityjourney #ttcjourney #fyp #ttc #wee,1610485083,7,https://www.tiktok.com/@sarahrogersjohnson/video/6916980699593559301?lang=en,1312,58,58,26600,0
3887,sarahrogersjohnson,6.75E+18,6.92E+18,A CROCKPOT RECIPE YOU ACTUALLY WANNA MAKE! ✨ Crockpot Hamburger Helper #easyrecipes #recipe #Wee #fyp #crockpot #quickrecipes #dinner #WeirdPets,1610409804,49,https://www.tiktok.com/@sarahrogersjohnson/video/6916657383137611013?lang=en,4149,767,47,87600,0
3888,sarahrogersjohnson,6.75E+18,6.92E+18,nothing like getting emails from pregnancy brands after you’ve had a ✨miscarriage✨ #miscarriage #miscarriageawareness #infertility #fyp #ttc,1610397280,59,https://www.tiktok.com/@sarahrogersjohnson/video/6916603603687836934?lang=en,584,5,72,11300,0
3889,sarahrogersjohnson,6.75E+18,6.92E+18,infertility expectations vs reality ✨ #infertility #infertilitystruggles #infertilityjourney #ttc #miscarriage #miscarriageawareness #ttccommunity,1610314944,10,https://www.tiktok.com/@sarahrogersjohnson/video/6916249962862972165?lang=en,222,2,2,10100,0
3890,sarahrogersjohnson,6.75E+18,6.92E+18,CYCLE UPDATE! (mostly complaining about clomid) ✨ #ttc #ttccommunity #infertility #infertilitystruggles #infertilityjourney #ttcjourney #pcos,1610303673,45,https://www.tiktok.com/@sarahrogersjohnson/video/6916201560494083333?lang=en,273,0,34,9488,0
3891,sarahrogersjohnson,6.75E+18,6.92E+18,women really do be getting the short end of the stick in every instance 🤡#infertility #infertilityjourney #ttc #miscarriage  #infertilitystruggles,1610233156,53,https://www.tiktok.com/@sarahrogersjohnson/video/6915898687889706245?lang=en,638,25,60,12900,0
3892,sarahrogersjohnson,6.75E+18,6.92E+18,someone called us the donut couple and honestly we STAN🍩✨ #ttc #ttccommunity #infertility #donut #donuts #inlove #dailyvlog #breakfast #saturdaymood,1610207494,12,https://www.tiktok.com/@sarahrogersjohnson/video/6915788449551338757?lang=en,205,0,4,11400,0
3893,sarahrogersjohnson,6.75E+18,6.92E+18,I’ll say it again: ULTIMATE 🤡 of the two week wait #ttc #ttccommunity #infertility #infertilitystruggles #miscarriage,1610148648,7,https://www.tiktok.com/@sarahrogersjohnson/video/6915535724934712581?lang=en,693,8,30,28800,0
3894,sarahrogersjohnson,6.75E+18,6.92E+18,Reply to @leannemariemarano hey #fertilityjourney friends! Have you tried acupuncture? #infertility #infertilityjourney #miscarriage #YouShouldKnow,1610133749,36,https://www.tiktok.com/@sarahrogersjohnson/video/6915471743540825350?lang=en,152,0,30,7586,0
3895,sarahrogersjohnson,6.75E+18,6.92E+18,Quick and easy weekend project to modernize your home!✨ #Diy #dailyvlog #homerenovation #easydiy #houseproject,1610068351,42,https://www.tiktok.com/@sarahrogersjohnson/video/6915190854999100678?lang=en,250,2,3,9410,0
3896,sarahrogersjohnson,6.75E+18,6.91E+18,people have ALL the answers when you are TTC 😅 #ttc #ttccommunity #ttcjourney #infertility #infertilityjourney #InLove,1609973290,16,https://www.tiktok.com/@sarahrogersjohnson/video/6914782564628696325?lang=en,265,8,20,9504,0
3897,sarahrogersjohnson,6.75E+18,6.91E+18,rating most unhelpful things said to me after my #miscarriage pt. 2 ✨ #miscarriageawareness #miscarriagetips #infertility #infertilityjourney #ttc,1609960894,37,https://www.tiktok.com/@sarahrogersjohnson/video/6914729319797492998?lang=en,225,2,13,7954,0
3898,sarahrogersjohnson,6.75E+18,6.91E+18,my infertile bod woke up and chose drama✨ #infertility #infertilitystruggles #infertilityjourney #ttc #ttccommunity #miscarriage #pcos #ivf,1609887245,5,https://www.tiktok.com/@sarahrogersjohnson/video/6914413009553067270?lang=en,392,20,9,16600,0
3899,sarahrogersjohnson,6.75E+18,6.91E+18,sharing our story + #infertility journey until it’s normalized🥰#infertilitystruggles #miscarriage #dailyvlog #ttc #ttccommunity #infertilityjourney,1609809623,59,https://www.tiktok.com/@sarahrogersjohnson/video/6914079619557641477?lang=en,479,5,25,10300,0
3900,sarahrogersjohnson,6.75E+18,6.91E+18,Reply to @tjaramillov having periods doesn’t necessarily mean you’re ovulating! 😬 #learnontiktok #ttc #ttccommunity #infertility #ovulation,1609694762,55,https://www.tiktok.com/@sarahrogersjohnson/video/6913586290894179589?lang=en,239,1,18,9705,0
3901,sarahrogersjohnson,6.75E+18,6.91E+18,Hi ✨ Reminder to TREAT YOURSELF When #ttc #ttccommunity #miscarriage #miscarriageawareness #infertility #DailyVlog #donuts #infertilitystruggles,1609614692,41,https://www.tiktok.com/@sarahrogersjohnson/video/6913242397472279813?lang=en,828,13,24,21300,0
3902,sarahrogersjohnson,6.75E+18,6.91E+18,Reply to @kylarose88 what to say after a miscarriage 💕 #miscarriage #miscarriageawareness #miscarriagetips #Welcome2021 #infertility #pregnancyloss,1609519177,54,https://www.tiktok.com/@sarahrogersjohnson/video/6912832136517094661?lang=en,212,1,18,7870,0
3903,sarahrogersjohnson,6.75E+18,6.91E+18,idk man i just don’t buy it✨ #ttc #ttccommunity #infertility #infertilitystruggles #infertilityjourney #Bye2020 #miscarriage #wordsofwisdom #pcos,1609461043,7,https://www.tiktok.com/@sarahrogersjohnson/video/6912582499478621446?lang=en,343,5,16,10400,0
3904,sarahrogersjohnson,6.75E+18,6.91E+18,Reply to @oliviaruby70 Our #pcos queens can probably speak more on this! ☺️#infertility #infertilitystruggles #infertilityjourney #Ttc #ttccommunity,1609458401,52,https://www.tiktok.com/@sarahrogersjohnson/video/6912571145380269318?lang=en,156,1,16,7339,0
3905,sarahrogersjohnson,6.75E+18,6.91E+18,supporting a friend through a #miscarriage ✨💕 #miscarriageawareness #miscarriagesurvivor #miscarriagetips #ttc #ttccommunity #miscarriagesupport,1609373542,45,https://www.tiktok.com/@sarahrogersjohnson/video/6912206667824303365?lang=en,148,1,2,7469,0
3906,sarahrogersjohnson,6.75E+18,6.91E+18,rating most unhelpful things said to me after my #miscarriage  Part 1✨ #miscarriageawareness  #infertility #infertilityjourney #ttc #ttccommunity,1609280595,39,https://www.tiktok.com/@sarahrogersjohnson/video/6911807469358468357?lang=en,1317,22,117,21600,0
3907,sarahrogersjohnson,6.75E+18,6.91E+18,yes hello I’d like to file a complaint against my body✨ #infertility #ttc #ttccommunity #infertilityjourney  #twoweekwait #fertilitytreatment #fyp,1609191308,7,https://www.tiktok.com/@sarahrogersjohnson/video/6911423970575256837?lang=en,226,6,4,11800,0
3908,sarahrogersjohnson,6.75E+18,6.91E+18,HI these air fryer wings are boutta put y’all ON✨ #airfryer #airfryerrecipes #chickenwings  #cooking #wings #cozyathome #WinterFit #Fyp,1609173683,59,https://www.tiktok.com/@sarahrogersjohnson/video/6911348269398494470?lang=en,672,103,3,17900,0
3909,sarahrogersjohnson,6.75E+18,6.91E+18,✨anovulatory but fabulous ✨ #CozyAtHome #infertility #infertilityjourney #ttc #ttcjourney #miscarriage #pcos #fyp #twoweekwait #miscarriageawareness,1609115398,6,https://www.tiktok.com/@sarahrogersjohnson/video/6911097947602029830?lang=en,170,3,8,9371,0
3910,sarahrogersjohnson,6.75E+18,6.91E+18,I used to think “Rainbow Baby” was cheesy...then I had a #miscarriage 🌈 #miscarriageawareness #rainbowbaby #infertility #CozyAtHome #ttc #ttcjourney,1609088704,59,https://www.tiktok.com/@sarahrogersjohnson/video/6910983281974594822?lang=en,224,0,11,7010,0
3911,sarahrogersjohnson,6.75E+18,6.91E+18,Reply to @teacherang This is where we started in diagnosing our infertility! Short Answer: Talk to your Dr! 🥰 #infertility #ttc #infertilityjourney,1609034043,53,https://www.tiktok.com/@sarahrogersjohnson/video/6910748525622054150?lang=en,257,0,38,9216,0
3912,sarahrogersjohnson,6.75E+18,6.91E+18,"happy for y’all, sad for me ✨😂 #miscarriage #miscarriageawareness #infertility #infertilitystruggles #fyp #Christmas2020 #christmas #ttc #ttcjourney",1608916813,13,https://www.tiktok.com/@sarahrogersjohnson/video/6910245036349263109?lang=en,1411,47,136,21400,0
3913,sarahrogersjohnson,6.75E+18,6.91E+18,Holidays can be tough if you’re #ttc with #infertility or #miscarriage. Take care of you✨💕 #infertilitystruggles #miscarriageawareness #ttccommunity,1608842852,55,https://www.tiktok.com/@sarahrogersjohnson/video/6909927371902684421?lang=en,259,0,11,8027,0
3914,sarahrogersjohnson,6.75E+18,6.91E+18,I am the biggest 🤡 of the two week wait.✨ #ttc #ttcjourney #ttccommunity #infertility #infertilityjourney #fyp #infertilitystruggles #twoweekwait,1608766744,11,https://www.tiktok.com/@sarahrogersjohnson/video/6909600480138202374?lang=en,5237,236,234,100500,0
3915,sarahrogersjohnson,6.75E+18,6.91E+18,most unhelpful thing said to you about your miscarriage? I’ll start✨😂🤠 #infertility #miscarriage #miscarriageawareness #ttc #infertilityjourney,1608674326,8,https://www.tiktok.com/@sarahrogersjohnson/video/6909203564724227333?lang=en,581,8,41,21600,0
3916,sarahrogersjohnson,6.75E+18,6.91E+18,The people who HATE OPKs are those not ovulating 🙌💯😎🤠✨ #infertility #ttc #ttcjourney #infertilityjourney #pcos #howbizarre #ovulation,1608590801,15,https://www.tiktok.com/@sarahrogersjohnson/video/6908844824368073989?lang=en,402,2,62,16100,0
3917,sarahrogersjohnson,6.75E+18,6.91E+18,Hi #Infertility TikTok 💕 If you’re working through infertility or loss too...we see you💓 #infertilityjourney #ttcjourney #ttc #vlog #miscarriage,1608566937,59,https://www.tiktok.com/@sarahrogersjohnson/video/6908742308825533701?lang=en,376,2,11,7551,0
3918,sarahrogersjohnson,6.75E+18,6.91E+18,Normalizing infertility & loss one awkward tik tok at a time 🥰💓🤠#infertility #ttc #miscarriage #pregnancyloss #infertilityjourney #ttcjourney #fyp,1608329894,59,https://www.tiktok.com/@sarahrogersjohnson/video/6907724226422115589?lang=en,30800,65,409,164900,0
3919,sarahrogersjohnson,6.75E+18,6.91E+18,"Infertility expectations vs reality come at you fast, but your journey is yours & totes ok 🥰 #infertility #miscarriage #ttcjourney #fertilityjourney",1608238085,20,https://www.tiktok.com/@sarahrogersjohnson/video/6907329901838273798?lang=en,373,4,27,14300,0
3920,sarahrogersjohnson,6.75E+18,6.81E+18,I FEEL BAD FOR PLAYING THIS SOUND WHEN I DIDN’T HAVE AN ACTUAL SQUEAKY TOY #dogsoftiktok #quarantine,1584719102,15,https://www.tiktok.com/@sarahrogersjohnson/video/6806316714792340742?lang=en,93,0,0,5496,0
3921,sarahrogersjohnson,6.75E+18,6.79E+18,i mean SHE AIN’T WINNING ANY BEAUTY CONTESTS BUT I DID IT 🥰🥓🍳#duet with @aldentediva #fyp #foryoupage #breakfast #breakfastchallenge #hacks,1581432037,35,https://www.tiktok.com/@sarahrogersjohnson/video/6792198870945254662?lang=en,177,6,2,4406,0
3922,youneszarou,6.72E+18,6.93E+18,Did you ever see a thunderstorm full of rose? #yzfamily #tutorial #foryoupage #fürdich,1614078481,11,https://www.tiktok.com/@youneszarou/video/6932414161464855813?lang=en,174800,196,1341,1100000,0
3923,youneszarou,6.72E+18,6.93E+18,Tutorial #yzfamily #fürdich #fyp #tutorial #foryoupage,1613992248,15,https://www.tiktok.com/@youneszarou/video/6932043807835852037?lang=en,2300000,2558,5579,52000000,0
3924,youneszarou,6.72E+18,6.93E+18,They see me sailing my boat #yzfamily #fürdich #fyp,1613992234,11,https://www.tiktok.com/@youneszarou/video/6932043730228727046?lang=en,747500,448,4803,8400000,0
